rowid,clue,answer,definition,clue_number,puzzle_date,puzzle_name,source_url,source
673,Knock over wine for communion (7),RAPPORT,communion,26d,2017-02-25,Jumbo 1250,https://times-xwd-times.livejournal.com/1692212.html,times_xwd_times
674,"The latest worry for museum conservator? (5,2,3,3)",STATE OF THE ART,The latest,30d,2017-02-25,Jumbo 1250,https://times-xwd-times.livejournal.com/1692212.html,times_xwd_times
675,Useless worker endlessly about to finish cell extension (7),DENDRON,cell extension,32d,2017-02-25,Jumbo 1250,https://times-xwd-times.livejournal.com/1692212.html,times_xwd_times
676,"Antelope eats daisies, including one in remote place (6,6)",EASTER ISLAND,remote place,33d,2017-02-25,Jumbo 1250,https://times-xwd-times.livejournal.com/1692212.html,times_xwd_times
677,"Winning daily is guaranteed, but not car (11)",CHARISMATIC,Winning,34d,2017-02-25,Jumbo 1250,https://times-xwd-times.livejournal.com/1692212.html,times_xwd_times
678,"You’re caught; could this describe Quidditch? (3,4,2,2)",THE GAME IS UP,You’re caught,37d,2017-02-25,Jumbo 1250,https://times-xwd-times.livejournal.com/1692212.html,times_xwd_times
679,Discovered painting in prison: sentence not wasted! (10),PENTIMENTO,Discovered painting,38d,2017-02-25,Jumbo 1250,https://times-xwd-times.livejournal.com/1692212.html,times_xwd_times
680,We worked with rectors in one cathedral ... (9),WORCESTER,one cathedral,40d,2017-02-25,Jumbo 1250,https://times-xwd-times.livejournal.com/1692212.html,times_xwd_times
681,"in another, saw end of prayer cut short with entry of queen (5,4)",NOTRE DAME,another,41d,2017-02-25,Jumbo 1250,https://times-xwd-times.livejournal.com/1692212.html,times_xwd_times
682,"In charge, one party of Africans ringed girl (7)",FIANCEE,ringed girl,43d,2017-02-25,Jumbo 1250,https://times-xwd-times.livejournal.com/1692212.html,times_xwd_times
683,Hardy tucks into extremely luscious sweets (7),LOLLIES,sweets,44d,2017-02-25,Jumbo 1250,https://times-xwd-times.livejournal.com/1692212.html,times_xwd_times
684,"Excluded workers rising in turn to get drinks (4,3)",SHUT OUT,Excluded,46d,2017-02-25,Jumbo 1250,https://times-xwd-times.livejournal.com/1692212.html,times_xwd_times
685,Man I have heard on the radio (5),ROGER,Man/I have heard on the radio,48d,2017-02-25,Jumbo 1250,https://times-xwd-times.livejournal.com/1692212.html,times_xwd_times
686,Horrible feeling commonly looms over time (5),ANGST,Horrible feeling,50d,2017-02-25,Jumbo 1250,https://times-xwd-times.livejournal.com/1692212.html,times_xwd_times
687,Crustacean in pub clean when cooked (8),BARNACLE,Crustacean,1a,2021-03-24,Times Quick Cryptic 1837,https://times-xwd-times.livejournal.com/2509187.html,times_xwd_times
688,Reasonable travel cost announced (4),FAIR,Reasonable,5a,2021-03-24,Times Quick Cryptic 1837,https://times-xwd-times.livejournal.com/2509187.html,times_xwd_times
689,British crowd returned device for detonation (4),BOMB,device for detonation,7a,2021-03-24,Times Quick Cryptic 1837,https://times-xwd-times.livejournal.com/2509187.html,times_xwd_times
690,"Obsession, not initially serious, developed (8)",NEUROSIS,Obsession,8a,2021-03-24,Times Quick Cryptic 1837,https://times-xwd-times.livejournal.com/2509187.html,times_xwd_times
691,Arthurian knight taking his weapon back to lake (8),LANCELOT,Arthurian knight,9a,2021-03-24,Times Quick Cryptic 1837,https://times-xwd-times.livejournal.com/2509187.html,times_xwd_times
692,Hoofed mammal in Kansas occasionally (3),ASS,Hoofed mammal,11a,2021-03-24,Times Quick Cryptic 1837,https://times-xwd-times.livejournal.com/2509187.html,times_xwd_times
693,Manic Monday for energetic person (6),DYNAMO,energetic person,13a,2021-03-24,Times Quick Cryptic 1837,https://times-xwd-times.livejournal.com/2509187.html,times_xwd_times
694,Prophet in South Africa fried pastry (6),SAMOSA,fried pastry,16a,2021-03-24,Times Quick Cryptic 1837,https://times-xwd-times.livejournal.com/2509187.html,times_xwd_times
695,Mischievous goddess had some food (3),ATE,Mischievous goddess/had some food,18a,2021-03-24,Times Quick Cryptic 1837,https://times-xwd-times.livejournal.com/2509187.html,times_xwd_times
696,"Instruct class producing toy (5,3)",TRAIN SET,toy,19a,2021-03-24,Times Quick Cryptic 1837,https://times-xwd-times.livejournal.com/2509187.html,times_xwd_times
697,Lug instrument and books round room (8),OTOSCOPE,Lug instrument,20a,2021-03-24,Times Quick Cryptic 1837,https://times-xwd-times.livejournal.com/2509187.html,times_xwd_times
698,Cash card number son secures (4),PINS,secures,22a,2021-03-24,Times Quick Cryptic 1837,https://times-xwd-times.livejournal.com/2509187.html,times_xwd_times
699,Man will encounter wicked souls here (4),HELL,encounter wicked souls here,23a,2021-03-24,Times Quick Cryptic 1837,https://times-xwd-times.livejournal.com/2509187.html,times_xwd_times
700,Rescue dog losing tail (8),RETRIEVE,Rescue,24a,2021-03-24,Times Quick Cryptic 1837,https://times-xwd-times.livejournal.com/2509187.html,times_xwd_times
701,Robert has been ahead in Olympic event (7),BOBSLED,Olympic event,1d,2021-03-24,Times Quick Cryptic 1837,https://times-xwd-times.livejournal.com/2509187.html,times_xwd_times
702,Cow perhaps having drink at home with insect (8),RUMINANT,Cow perhaps,2d,2021-03-24,Times Quick Cryptic 1837,https://times-xwd-times.livejournal.com/2509187.html,times_xwd_times
703,"This won't turn in the lock (5,4)",CANAL BOAT,This won't turn in the lock,3d,2021-03-24,Times Quick Cryptic 1837,https://times-xwd-times.livejournal.com/2509187.html,times_xwd_times
704,Grounded winger involved in three murders (3),EMU,Grounded winger,4d,2021-03-24,Times Quick Cryptic 1837,https://times-xwd-times.livejournal.com/2509187.html,times_xwd_times
705,Force to slam explosively causing wreckage (7),FLOTSAM,wreckage,5d,2021-03-24,Times Quick Cryptic 1837,https://times-xwd-times.livejournal.com/2509187.html,times_xwd_times
706,"Here in France, head shows hostile attitude (7)",ICINESS,hostile attitude,6d,2021-03-24,Times Quick Cryptic 1837,https://times-xwd-times.livejournal.com/2509187.html,times_xwd_times
707,Will roused mates in canvas shelter (9),TESTAMENT,Will,10d,2021-03-24,Times Quick Cryptic 1837,https://times-xwd-times.livejournal.com/2509187.html,times_xwd_times
708,Fish holding short stick in biannual event (8),SOLSTICE,biannual event,12d,2021-03-24,Times Quick Cryptic 1837,https://times-xwd-times.livejournal.com/2509187.html,times_xwd_times
709,Get any in arrangement with Zulu banker? (7),YANGTZE,banker,14d,2021-03-24,Times Quick Cryptic 1837,https://times-xwd-times.livejournal.com/2509187.html,times_xwd_times
710,Mister Solo shot after a little hesitation? (7),AEROSOL,Mister,15d,2021-03-24,Times Quick Cryptic 1837,https://times-xwd-times.livejournal.com/2509187.html,times_xwd_times
711,Entertainer is treat when sozzled (7),ARTISTE,Entertainer,17d,2021-03-24,Times Quick Cryptic 1837,https://times-xwd-times.livejournal.com/2509187.html,times_xwd_times
712,Blade beheaded wild pig (3),OAR,Blade,21d,2021-03-24,Times Quick Cryptic 1837,https://times-xwd-times.livejournal.com/2509187.html,times_xwd_times
713,"Do well to dispense with a certain condiment (3,3,7)",CUT THE MUSTARD,Do well,1a,2015-07-01,Quick Cryptic Number 342,https://times-xwd-times.livejournal.com/1340895.html,times_xwd_times
714,"Not happy, getting stick for eucalyptus (7)",BLUEGUM,eucalyptu,8a,2015-07-01,Quick Cryptic Number 342,https://times-xwd-times.livejournal.com/1340895.html,times_xwd_times
715,College window (5),ORIEL,College/window,9a,2015-07-01,Quick Cryptic Number 342,https://times-xwd-times.livejournal.com/1340895.html,times_xwd_times
716,"Without direct involvement, but less than a metre away? (2,4,6)",AT ARMS LENGTH,Without direct involvement,10a,2015-07-01,Quick Cryptic Number 342,https://times-xwd-times.livejournal.com/1340895.html,times_xwd_times
717,"Threat from people, one in a suit (6)",MENACE,Threat,12a,2015-07-01,Quick Cryptic Number 342,https://times-xwd-times.livejournal.com/1340895.html,times_xwd_times
718,Awful critic is sort of acid (6),CITRIC,sort of acid,14a,2015-07-01,Quick Cryptic Number 342,https://times-xwd-times.livejournal.com/1340895.html,times_xwd_times
719,"Quiet exercise at river, say, being something of a fish (4,3)",SOFT ROE,something of a fish,17a,2015-07-01,Quick Cryptic Number 342,https://times-xwd-times.livejournal.com/1340895.html,times_xwd_times
720,Compound kept by some Westerners (5),ESTER,Compound,19a,2015-07-01,Quick Cryptic Number 342,https://times-xwd-times.livejournal.com/1340895.html,times_xwd_times
721,Instrument played by old Marx (5),HARPO,Marx,20a,2015-07-01,Quick Cryptic Number 342,https://times-xwd-times.livejournal.com/1340895.html,times_xwd_times
722,Trade vehicles (7),TRAFFIC,Trade/vehicles,21a,2015-07-01,Quick Cryptic Number 342,https://times-xwd-times.livejournal.com/1340895.html,times_xwd_times
723,Lean over a short distance in tournament centre (8),TILTYARD,tournament centre,22a,2015-07-01,Quick Cryptic Number 342,https://times-xwd-times.livejournal.com/1340895.html,times_xwd_times
724,"Desperate man, eastern European (4)",DANE,European,23a,2015-07-01,Quick Cryptic Number 342,https://times-xwd-times.livejournal.com/1340895.html,times_xwd_times
725,"Different people – not her sort, not all of them (6)",OTHERS,Different people,1a,2018-02-22,Quick Cryptic No 1033,https://times-xwd-times.livejournal.com/1898241.html,times_xwd_times
726,"Calm little place, attended by a group of detectives (6)",PLACID,Calm,4a,2018-02-22,Quick Cryptic No 1033,https://times-xwd-times.livejournal.com/1898241.html,times_xwd_times
727,Proverbial drinker outside pub is European (7),FINNISH,European,8a,2018-02-22,Quick Cryptic No 1033,https://times-xwd-times.livejournal.com/1898241.html,times_xwd_times
728,Criticise one Conservative creating alarm (5),PANIC,alarm,10a,2018-02-22,Quick Cryptic No 1033,https://times-xwd-times.livejournal.com/1898241.html,times_xwd_times
729,Female bird always returning full of energy (5),REEVE,Female bird,11a,2018-02-22,Quick Cryptic No 1033,https://times-xwd-times.livejournal.com/1898241.html,times_xwd_times
730,Northern city quickly attracting any number (7),PRESTON,Northern city,12a,2018-02-22,Quick Cryptic No 1033,https://times-xwd-times.livejournal.com/1898241.html,times_xwd_times
731,"Chum is dancing in front of everyone in entertainment venue (5,4)",MUSIC HALL,entertainment venue,13a,2018-02-22,Quick Cryptic No 1033,https://times-xwd-times.livejournal.com/1898241.html,times_xwd_times
732,"Small crown, gold one seen in court (7)",CORONET,Small crown,17a,2018-02-22,Quick Cryptic No 1033,https://times-xwd-times.livejournal.com/1898241.html,times_xwd_times
733,We hear horses eat in field (5),GRAZE,eat in field,19a,2018-02-22,Quick Cryptic No 1033,https://times-xwd-times.livejournal.com/1898241.html,times_xwd_times
734,Like female not looking very well (5),ASHEN,not looking very well,20a,2018-02-22,Quick Cryptic No 1033,https://times-xwd-times.livejournal.com/1898241.html,times_xwd_times
735,Stopping almost all night after travel (7),HALTING,Stopping,21a,2018-02-22,Quick Cryptic No 1033,https://times-xwd-times.livejournal.com/1898241.html,times_xwd_times
736,Tries to present pieces for university tutor? (6),ESSAYS,Tries,22a,2018-02-22,Quick Cryptic No 1033,https://times-xwd-times.livejournal.com/1898241.html,times_xwd_times
737,Candlestick boy carried around cold Anglican church (6),SCONCE,Candlestick,23a,2018-02-22,Quick Cryptic No 1033,https://times-xwd-times.livejournal.com/1898241.html,times_xwd_times
738,City offering what’s collected in box for down-and-outs (6),OXFORD,City,1d,2018-02-22,Quick Cryptic No 1033,https://times-xwd-times.livejournal.com/1898241.html,times_xwd_times
739,"Protests on the go when food is not available (6,7)",HUNGER MARCHES,Protests on the go,2d,2018-02-22,Quick Cryptic No 1033,https://times-xwd-times.livejournal.com/1898241.html,times_xwd_times
740,"One book is missing from new libraries, they protest (7)",RAILERS,they protest,3d,2018-02-22,Quick Cryptic No 1033,https://times-xwd-times.livejournal.com/1898241.html,times_xwd_times
741,"Fall in part of race, starts to seem exhausted (5)",LAPSE,,5d,2018-02-22,Quick Cryptic No 1033,https://times-xwd-times.livejournal.com/1898241.html,times_xwd_times
742,Groups of stars interfered with colonial’s tent (13),CONSTELLATION,Groups of stars,6d,2018-02-22,Quick Cryptic No 1033,https://times-xwd-times.livejournal.com/1898241.html,times_xwd_times
743,Proper journey down mountain maybe without first sign of snow (6),DECENT,Proper,7d,2018-02-22,Quick Cryptic No 1033,https://times-xwd-times.livejournal.com/1898241.html,times_xwd_times
744,Hard work is followed by whisky and a game (9),HOPSCOTCH,a game,9d,2018-02-22,Quick Cryptic No 1033,https://times-xwd-times.livejournal.com/1898241.html,times_xwd_times
745,‘Innocent’ Alice being false – no good inside (7),ANGELIC,‘Innocent’,14d,2018-02-22,Quick Cryptic No 1033,https://times-xwd-times.livejournal.com/1898241.html,times_xwd_times
746,Grate fragment ending in fire (6),SCRAPE,Grate,15d,2018-02-22,Quick Cryptic No 1033,https://times-xwd-times.livejournal.com/1898241.html,times_xwd_times
747,"My, my!  It’s a horse (3-3)",GEE,horse,16d,2018-02-22,Quick Cryptic No 1033,https://times-xwd-times.livejournal.com/1898241.html,times_xwd_times
748,Girl in New York who looks after children? (5),NANNY,Girl in New York who looks after children,18d,2018-02-22,Quick Cryptic No 1033,https://times-xwd-times.livejournal.com/1898241.html,times_xwd_times
749,Suggest work in writing (7),PROPOSE,Suggest,1a,2017-05-29,Times Quick Cryptic 840,https://times-xwd-times.livejournal.com/1747794.html,times_xwd_times
750,Chop end off dining chair (5),CARVE,Chop,5a,2017-05-29,Times Quick Cryptic 840,https://times-xwd-times.livejournal.com/1747794.html,times_xwd_times
751,"Potentially characters in Animal Farm, an unlikely sort of story (4,3,4)",COCK AND BULL,Potentially characters in Animal Farm/ an unlikely sort of story,8a,2017-05-29,Times Quick Cryptic 840,https://times-xwd-times.livejournal.com/1747794.html,times_xwd_times
752,Weapons found in farmstead (4),ARMS,Weapons,10a,2017-05-29,Times Quick Cryptic 840,https://times-xwd-times.livejournal.com/1747794.html,times_xwd_times
753,Fruit Ray and Bert cultivated across years (8),TAYBERRY,Fruit,11a,2017-05-29,Times Quick Cryptic 840,https://times-xwd-times.livejournal.com/1747794.html,times_xwd_times
754,Brave reorganisation of Hire Co (6),HEROIC,Brave,12a,2017-05-29,Times Quick Cryptic 840,https://times-xwd-times.livejournal.com/1747794.html,times_xwd_times
755,"For example, one / sort of anaesthetic (6)",NUMBER,"For example, one/sort of anaesthetic",14a,2017-05-29,Times Quick Cryptic 840,https://times-xwd-times.livejournal.com/1747794.html,times_xwd_times
756,"Good-looking worker, so attached to me (8)",HANDSOME,Good-looking,16a,2017-05-29,Times Quick Cryptic 840,https://times-xwd-times.livejournal.com/1747794.html,times_xwd_times
757,Little pig and the noise it makes if head's cut? (4),RUNT,Little pig,18a,2017-05-29,Times Quick Cryptic 840,https://times-xwd-times.livejournal.com/1747794.html,times_xwd_times
758,Mild-mannered in attack (11),INOFFENSIVE,Mild-mannered,20a,2017-05-29,Times Quick Cryptic 840,https://times-xwd-times.livejournal.com/1747794.html,times_xwd_times
759,Be left with large and ultimately unlovely stomach (5),BELLY,stomach,22a,2017-05-29,Times Quick Cryptic 840,https://times-xwd-times.livejournal.com/1747794.html,times_xwd_times
760,Quieter part of distillery (7),STILLER,Quieter,23a,2017-05-29,Times Quick Cryptic 840,https://times-xwd-times.livejournal.com/1747794.html,times_xwd_times
761,Athlete runs behind lots of people (5),RACER,Athlete,2d,2017-05-29,Times Quick Cryptic 840,https://times-xwd-times.livejournal.com/1747794.html,times_xwd_times
762,Miniature picture — A Sailing Vessel — by old Spanish artist (7),PICASSO,Spanish artist,3d,2017-05-29,Times Quick Cryptic 840,https://times-xwd-times.livejournal.com/1747794.html,times_xwd_times
763,Type of music some kids adore at the outset (3),SKA,Type of music,4d,2017-05-29,Times Quick Cryptic 840,https://times-xwd-times.livejournal.com/1747794.html,times_xwd_times
764,Severe reduction in A & E (5),ACUTE,Severe,6d,2017-05-29,Times Quick Cryptic 840,https://times-xwd-times.livejournal.com/1747794.html,times_xwd_times
765,I reveal foreign girl's name (7),VALERIE,girl's name,7d,2017-05-29,Times Quick Cryptic 840,https://times-xwd-times.livejournal.com/1747794.html,times_xwd_times
766,Respected lady agreed to stash foreign money (7),DOYENNE,Respected lady,9d,2017-05-29,Times Quick Cryptic 840,https://times-xwd-times.livejournal.com/1747794.html,times_xwd_times
767,"Hire purchase no longer available for carpet (4,3)",TICK OFF,carpet,11d,2017-05-29,Times Quick Cryptic 840,https://times-xwd-times.livejournal.com/1747794.html,times_xwd_times
768,Test area in former excavation site (7),EXAMINE,Test,13d,2017-05-29,Times Quick Cryptic 840,https://times-xwd-times.livejournal.com/1747794.html,times_xwd_times
769,"Warlike officer, we hear (7)",MARTIAL,Warlike,15d,2017-05-29,Times Quick Cryptic 840,https://times-xwd-times.livejournal.com/1747794.html,times_xwd_times
770,Nobleman upset Liberal? That's funny (5),DROLL,funny,17d,2017-05-29,Times Quick Cryptic 840,https://times-xwd-times.livejournal.com/1747794.html,times_xwd_times
771,Terribly nice English family member (5),NIECE,family member,19d,2017-05-29,Times Quick Cryptic 840,https://times-xwd-times.livejournal.com/1747794.html,times_xwd_times
772,Fool turned up in tank top (3),NIT,Fool,21d,2017-05-29,Times Quick Cryptic 840,https://times-xwd-times.livejournal.com/1747794.html,times_xwd_times
773,Organiser of party — lots of people (4),HOST,Organiser of party/lots of people,1d,2017-06-07,Quick Cryptic 847,https://times-xwd-times.livejournal.com/1753496.html,times_xwd_times
774,Take me abroad to capture river mammal (7),MEERKAT,mammal,2d,2017-06-07,Quick Cryptic 847,https://times-xwd-times.livejournal.com/1753496.html,times_xwd_times
775,Make circular motion with part of foot (5),WHEEL,Make circular motion,3d,2017-06-07,Quick Cryptic 847,https://times-xwd-times.livejournal.com/1753496.html,times_xwd_times
776,Translation of Hardy located around one Arab city (6),RIYADH,Arab city,4d,2017-06-07,Quick Cryptic 847,https://times-xwd-times.livejournal.com/1753496.html,times_xwd_times
777,"Reveal girth, bolting frenziedly (5,2,5)",BRING TO LIGHT,Reveal,5d,2017-06-07,Quick Cryptic 847,https://times-xwd-times.livejournal.com/1753496.html,times_xwd_times
778,Join a Parisian welcoming computers etc. (5),UNITE,Join,6d,2017-06-07,Quick Cryptic 847,https://times-xwd-times.livejournal.com/1753496.html,times_xwd_times
779,Insect lands doggedly after turbulence (5-4-4),DADDY-LONG-LEGS,Insect,7d,2017-06-07,Quick Cryptic 847,https://times-xwd-times.livejournal.com/1753496.html,times_xwd_times
780,Beethoven symphony in historic exam? (8),PASTORAL,Beethoven symphony,11d,2017-06-07,Quick Cryptic 847,https://times-xwd-times.livejournal.com/1753496.html,times_xwd_times
781,Company is importing meat — antelope (7),CHAMOIS,antelope,13d,2017-06-07,Quick Cryptic 847,https://times-xwd-times.livejournal.com/1753496.html,times_xwd_times
782,Daughter torn about island allowing vehicular access (5-2),DRIVE-IN,allowing vehicular access,15d,2017-06-07,Quick Cryptic 847,https://times-xwd-times.livejournal.com/1753496.html,times_xwd_times
783,Doctor holding delicate fabric up still (6),BECALM,still,16d,2017-06-07,Quick Cryptic 847,https://times-xwd-times.livejournal.com/1753496.html,times_xwd_times
784,Movable chair some used anywhere (5),SEDAN,Movable chair,18d,2017-06-07,Quick Cryptic 847,https://times-xwd-times.livejournal.com/1753496.html,times_xwd_times
785,Applaud actor who overdoes it in South London area (7),CLAPHAM,South London area,1a,2015-12-16,Quick Cryptic 462,https://times-xwd-times.livejournal.com/1435278.html,times_xwd_times
786,"Travel about, moving over (4)",ROVE,Travel about,5a,2015-12-16,Quick Cryptic 462,https://times-xwd-times.livejournal.com/1435278.html,times_xwd_times
787,Remnant of fire found at the end of three months (5),EMBER,Remnant of fire,7a,2015-12-16,Quick Cryptic 462,https://times-xwd-times.livejournal.com/1435278.html,times_xwd_times
788,"Listless, glad Uni is out (7)",LANGUID,Listless,8a,2015-12-16,Quick Cryptic 462,https://times-xwd-times.livejournal.com/1435278.html,times_xwd_times
789,The man that can be heard in church song (3),HIM,The man,10a,2015-12-16,Quick Cryptic 462,https://times-xwd-times.livejournal.com/1435278.html,times_xwd_times
790,"Having written a will protecting husband and son in America (3,6)",THE STATES,America,11a,2015-12-16,Quick Cryptic 462,https://times-xwd-times.livejournal.com/1435278.html,times_xwd_times
791,"Change designation of item, an error partly reversed (6)",RENAME,Change designation of,13a,2015-12-16,Quick Cryptic 462,https://times-xwd-times.livejournal.com/1435278.html,times_xwd_times
792,"Piano music's silence, with nothing played fast (6)",PRESTO,played fast,14a,2015-12-16,Quick Cryptic 462,https://times-xwd-times.livejournal.com/1435278.html,times_xwd_times
793,"Frightfully damp reaction? (4,5)",COLD SWEAT,Frightfully damp reaction,17a,2015-12-16,Quick Cryptic 462,https://times-xwd-times.livejournal.com/1435278.html,times_xwd_times
794,Odd pieces removed from very new organ (3),EYE,organ,19a,2015-12-16,Quick Cryptic 462,https://times-xwd-times.livejournal.com/1435278.html,times_xwd_times
795,"Edges of travelator, enough to walk on (7)",TRAMPLE,to walk on,20a,2015-12-16,Quick Cryptic 462,https://times-xwd-times.livejournal.com/1435278.html,times_xwd_times
796,Proudly claim vessel carries spades (5),BOAST,Proudly claim,22a,2015-12-16,Quick Cryptic 462,https://times-xwd-times.livejournal.com/1435278.html,times_xwd_times
797,"Work with teeth, clubs and axe (4)",CHEW,Work with teeth,23a,2015-12-16,Quick Cryptic 462,https://times-xwd-times.livejournal.com/1435278.html,times_xwd_times
798,A study developed around English calendar item (7),TUESDAY,calendar item,24a,2015-12-16,Quick Cryptic 462,https://times-xwd-times.livejournal.com/1435278.html,times_xwd_times
799,"Maybe Tom from Warrington, one with a lingering happy expression (8,3)",CHESHIRE CAT,Maybe Tom from Warrington/one with a lingering happy expression,1d,2015-12-16,Quick Cryptic 462,https://times-xwd-times.livejournal.com/1435278.html,times_xwd_times
800,"White LP, almost complete (7)",ALBUMEN,White,2d,2015-12-16,Quick Cryptic 462,https://times-xwd-times.livejournal.com/1435278.html,times_xwd_times
801,"Firm multiplied by showing work of Dickens (4,5)",HARD TIMES,work of Dickens,3d,2015-12-16,Quick Cryptic 462,https://times-xwd-times.livejournal.com/1435278.html,times_xwd_times
802,Ponder extraterrestrial form of sea life (6),MULLET,form of sea life,4d,2015-12-16,Quick Cryptic 462,https://times-xwd-times.livejournal.com/1435278.html,times_xwd_times
803,Prune without its skin makes you go fast! (3),RUN,go fast,5d,2015-12-16,Quick Cryptic 462,https://times-xwd-times.livejournal.com/1435278.html,times_xwd_times
804,Safe place to jump (5),VAULT,Safe place/to jump,6d,2015-12-16,Quick Cryptic 462,https://times-xwd-times.livejournal.com/1435278.html,times_xwd_times
805,"Part of meal being cooked perhaps with unusual style, not in the true way? (11)",DISHONESTLY,not in the true way,9d,2015-12-16,Quick Cryptic 462,https://times-xwd-times.livejournal.com/1435278.html,times_xwd_times
806,Part of deck on which 45 may go for a spin (9),TURNTABLE,Part of deck on which 45 may go for a spin,12d,2015-12-16,Quick Cryptic 462,https://times-xwd-times.livejournal.com/1435278.html,times_xwd_times
807,Attendant almost to tread on person in care (7),STEWARD,Attendant,15d,2015-12-16,Quick Cryptic 462,https://times-xwd-times.livejournal.com/1435278.html,times_xwd_times
808,To change sides is a fault (6),DEFECT,To change sides/a fault,16d,2015-12-16,Quick Cryptic 462,https://times-xwd-times.livejournal.com/1435278.html,times_xwd_times
809,Seal swimming at end of beach shows restraint for an animal (5),LEASH,restraint for an animal,18d,2015-12-16,Quick Cryptic 462,https://times-xwd-times.livejournal.com/1435278.html,times_xwd_times
810,Clumsily handle father and wife (3),PAW,Clumsily handle,21d,2015-12-16,Quick Cryptic 462,https://times-xwd-times.livejournal.com/1435278.html,times_xwd_times
811,"Bracketed father, say, with man having time in charge (11)",PARENTHETIC,Bracketed,1a,2020-06-13,Jumbo 1443,https://times-xwd-times.livejournal.com/2355078.html,times_xwd_times
812,Go in with five by two strengthening strip (6),BATTEN,strengthening strip,7a,2020-06-13,Jumbo 1443,https://times-xwd-times.livejournal.com/2355078.html,times_xwd_times
813,Port city with area for university student residence (4),HALL,university student residence,10a,2020-06-13,Jumbo 1443,https://times-xwd-times.livejournal.com/2355078.html,times_xwd_times
814,Note aunt’s unfortunate disease (7),TETANUS,disease,14a,2020-06-13,Jumbo 1443,https://times-xwd-times.livejournal.com/2355078.html,times_xwd_times
815,Quash right boxing ace in a ring (7),ANNULAR,in a ring,15a,2020-06-13,Jumbo 1443,https://times-xwd-times.livejournal.com/2355078.html,times_xwd_times
816,Certainly bachelor interrupts ruse for ladies’ man (7),PLAYBOY,ladies’ man,16a,2020-06-13,Jumbo 1443,https://times-xwd-times.livejournal.com/2355078.html,times_xwd_times
817,"Famous maestro, not English, getting cue wrong after Lohengrin’s wife is dressing (8,5)",BECHAMEL SAUCE,dressing,17a,2020-06-13,Jumbo 1443,https://times-xwd-times.livejournal.com/2355078.html,times_xwd_times
818,City with terrible secret about gold (9),WORCESTER,City,18a,2020-06-13,Jumbo 1443,https://times-xwd-times.livejournal.com/2355078.html,times_xwd_times
819,"One living abroad has European vote, very conveniently (5)",EXPAT,One living abroad,19a,2020-06-13,Jumbo 1443,https://times-xwd-times.livejournal.com/2355078.html,times_xwd_times
820,Heavy work I have outside printing house (10),OPPRESSIVE,Heavy,21a,2020-06-13,Jumbo 1443,https://times-xwd-times.livejournal.com/2355078.html,times_xwd_times
821,Charge involving one Zulu witch doctor? (6),WIZARD,witch doctor?,23a,2020-06-13,Jumbo 1443,https://times-xwd-times.livejournal.com/2355078.html,times_xwd_times
822,Confused pie chart and inscription (8),EPIGRAPH,inscription,25a,2020-06-13,Jumbo 1443,https://times-xwd-times.livejournal.com/2355078.html,times_xwd_times
823,"What may result in prince’s military manoeuvre (6,8)",PINCER MOVEMENT,What may result in prince/military manoeuvre,26a,2020-06-13,Jumbo 1443,https://times-xwd-times.livejournal.com/2355078.html,times_xwd_times
824,Large cactus so full of water of Mexican river (7),SAGUARO,Large cactus,29a,2020-06-13,Jumbo 1443,https://times-xwd-times.livejournal.com/2355078.html,times_xwd_times
825,"Anaesthetic unit is the best (6,3)",NUMBER ONE,the best,30a,2020-06-13,Jumbo 1443,https://times-xwd-times.livejournal.com/2355078.html,times_xwd_times
826,Royal Society’s in misery with lower standards (5),WORSE,with lower standards,31a,2020-06-13,Jumbo 1443,https://times-xwd-times.livejournal.com/2355078.html,times_xwd_times
827,Speak at length with old judge (5),ORATE,Speak at length,32a,2020-06-13,Jumbo 1443,https://times-xwd-times.livejournal.com/2355078.html,times_xwd_times
828,"Queen trapped by duty? Right, this may give her strength (9)",EXERCISER,this may give her strength,34a,2020-06-13,Jumbo 1443,https://times-xwd-times.livejournal.com/2355078.html,times_xwd_times
829,Golf provides for a place to swing (7),GALLOWS,a place to swing,37a,2020-06-13,Jumbo 1443,https://times-xwd-times.livejournal.com/2355078.html,times_xwd_times
830,Key mineral fat for pastry producing artistic effect (14),FORESHORTENING,artistic effect,39a,2020-06-13,Jumbo 1443,https://times-xwd-times.livejournal.com/2355078.html,times_xwd_times
831,Established working name for language (8),ESTONIAN,language,41a,2020-06-13,Jumbo 1443,https://times-xwd-times.livejournal.com/2355078.html,times_xwd_times
832,"Familiarly, wheels stick and make a harsh noise (6)",JAMJAR,"Familiarly, wheels",43a,2020-06-13,Jumbo 1443,https://times-xwd-times.livejournal.com/2355078.html,times_xwd_times
833,Absolute commander-in-chief chasing car holding traitor (10),AUTOCRATIC,Absolute,44a,2020-06-13,Jumbo 1443,https://times-xwd-times.livejournal.com/2355078.html,times_xwd_times
834,"Fine inventions, jets? (5)",FLIES,jets?,45a,2020-06-13,Jumbo 1443,https://times-xwd-times.livejournal.com/2355078.html,times_xwd_times
835,Like flowers when meeting to study illness with hospital department (9),CONFLUENT,Like flowers when meeting,48a,2020-06-13,Jumbo 1443,https://times-xwd-times.livejournal.com/2355078.html,times_xwd_times
836,See beer in guilty sense without one getting better (13),CONVALESCENCE,getting better,49a,2020-06-13,Jumbo 1443,https://times-xwd-times.livejournal.com/2355078.html,times_xwd_times
